sentence,length
taku jihofa ka ñw u kakini e̩ne̩ che alu one̩ abe̩k e̩ne̩ je̩ ñw one̩ ki chajialu abe̩k ajeti abe̩k agane̩ abe̩k akpejufo̩ i chomi jihofai n,140
todule̩ e̩ kwolo ke omi la adugbo aluwe̩ oñ nakuwe̩ o̩la kuwe̩ aka,66
i muda kakini aiya ondu e̩ne̩ omune̩ du ki duwe̩ e̩do̩ e̩ kpe̩ agba,67
tak uwe̩do̩ jihofa mutajo bu mose̩s ma oñ i kakini aro̩n abo lifai le̩ cho̩mayewe̩ n u chema ki meju o̩la eka nyo̩nyo̩ e̩ la go owñ dufu le duwe̩ awai e̩gba ki fe̩ li e̩do̩wñ abo̩,179
uwe̩ la ako̩la ñw u ke̩ do̩la tef aluwñ omi la adugbo aluwe̩ kpalu ewñ oñ nakuwe̩ e̩wñ kame̩ ache,97
owñ la akomuwe̩ ñw amone̩ le̩ owñ la achalu ñw e̩ uwe̩ adab o̩jo̩ ñw owñ,72
uwe̩ ki do̩kpai no̩wo̩ owñ chekuwe̩ ane̩ che ujiwe le̩,54
taku mose̩s mudabi nyugbo je̩tro anawñ oñ i ka ñw u kakini agba e̩ je̩ ñwu mi mudabi nyugbo amo̩mayemi ku ma jo̩ ijipti ku li abe̩ku ma deju ta taku je̩tro ka ñwu mose̩s kakini lo kpai ure̩do̩,192
oñ jihofa ka ñwu mose̩s midian o̩mo̩ kakini mudabi tijipti todu abo ku ma feju ojiwe̩ le̩ leku kpa me̩,102
abe̩le̩ mose̩s mo̩yawñ kpai amo̩mawñ e̩ne̩ke̩le̩ ko oñ i ko ma gugu oj o̩ke̩ke̩te̩ tak i mudabi tane̩ ijipti mose̩s la mo̩kpa o̩jo̩ le̩ du no̩wo̩wñ alo,151
taku jihofa ka ñwu mose̩s kakini abu ke̩ dabi tijipti e̩ nago ke̩ che e̩wñ uno̩ du komi du tef o̩wo̩we̩ le̩ eju fero omi muda ache ke̩do̩wñ ki gbiti i la atamone̩ le̩ no̩ ku ma lo n,181
tak uwe̩ aka ñwu fero kakini abu ki jihofa aka de̩ kakini israe̩l cho̩mo̩gbami e̩ne̩ke̩le̩,90
omi la aka ñw e̩i kakini e̩ ki to̩mami no̩ ki lo todu ki re̩ mi uwe̩ muda ko̩ eto̩ no̩ go nado̩mo̩gba ewe̩ kpa,110
taku jihofa de kpowñ ef uruka ejo̩na le̩ oñ i che ki du kpa,59
taku zipo̩ra mokuta o̩mu du oñ i maño̩ ki bo̩gba e̩pi o̩mawñ ma ko̩da oñ i mu du rikpolo tane̩ e̩re̩wñ i kakini u we̩ cho̩ko̩ e̩bie̩ ñwu mi ochochi,147
abe̩le̩ tak i to̩ no̩ oñ onobule̩ le̩ kakini o̩ko̩ e̩bie̩ e̩ che todu e̩piwñ ki da le̩,86
taku jihofa ka ñw aro̩n kakini lo kuwe̩ kpai mose̩s ki de ef aje̩tachi le̩ tak i le oñ i de kpai owñ oj uwo o̩jo̩ i la dalu kalu,128
taku mose̩s mo̩la uche̩ du ku jihofa kpo̩ du ka ñw u kpai ujiwe du ki ñwa ñw u ki che,85
taku mose̩s kpai aro̩n le oñ ma fabogijo amo̩ma israe̩l do̩ jeju chaka,70
tak aro̩n mo̩la du ku jihofa ka ñwu mose̩s du ka ñwu ma i laño̩ che ujiwe le̩ eju amone,87
amone̩ le̩ la do̩ rochochi oñ e̩gba ku ma gbo̩ ka ku jihofa lewa fejudo amo̩ma israe̩l ki la go o̩batama ma fojima dalo̩ oñ ma la dojikane̩ ñw u,144
uche ko̩jo̩ kpe̩ru fero— o̩batama anyo̩gba,42
ubile̩ taku mose̩s kpai aro̩n mugudu nyugbo fero aka ñw u kakini abu ku jihofa o̩jo̩ israe̩l aka de̩ kakini tamone̩mi no̩ ku ma nyahi uje̩wñ uyo̩ ñwu mi ef aje̩tachi,165
taku fero kakini jihofa che̩ne̩ ku nagbomuwñ gbo̩ ku tabo israe̩l no̩ omi ma jihofa n u jatabo israe̩l no̩ n,108
taku ma kakini o̩jo̩ eamahibru de kpai awa me̩ a rodube̩ ke̩ je̩ ñw a le ule̩ o̩jo̩ me̩ta nyef aje̩tachi ka fiche̩bo̩ che ñwu jihofa o̩jo̩wa tode̩gba ki ane̩wñ ibi abe̩k o̩kwo̩chageli wa abuwa ma,195
tak onu ijipti ka ñwu ma kakini e̩wñ chi kame̩ mose̩s kpai aro̩n mamone̩ le̩ o̩wo̩ ta buko̩lo̩ma te̩ me̩ nyugbo uko̩lo̩ adume̩ le̩,130
taku fero kakini me̩ go amone̩ ane̩i chewewe oñ me̩ je̩ ñwu ma ñmi ugbo uko̩lo̩ aduma,85
o̩jo̩ le̩ gbage̩de̩ fero ñwa ñw abo ku ma chi tamone̩ le̩ ofe kpai amako̩takadama kakini,88
me̩ ki ño̩ kegbe ñw amone̩ le̩ ku ma bo̩ otubeli alu ku me̩ che akwoubi le̩ ge̩ n je̩ ñwu ma nyayegbe ñw o̩lama,111
aluka otubeli ku ma te̩tabo̩ akwoubi me̩ ki bu ñwu ma abe̩le̩ waa me̩ ki bu wane̩ kilikili n todu o̩kpo̩ ma che le̩ todule̩ ma kwa kakini je̩ ñw a lo ka fiche̩bo̩ che ñw o̩jo̩wa,177
buko̩lo̩ le̩ to̩ ki wo̩ aboke̩le̩ le̩ ku ma ki chakanyawñ kama ki ño̩ nyolemi le̩ eti n,87
oñ abo ku ma chi tamone̩ le̩ ofe kpai amako̩takadama ledufu oñ ma ka ñw amone̩ le̩ kakini abu ku fero ka de̩ kakini nakegbe ñwu me̩ ge̩ n,137
ame̩ onugo ki lo ku me̩ tene egbe ugbo du ku me̩ li uko̩lo̩me̩ muda abu wane̩ kilikili n,88
abe̩le̩ amone̩ le̩ mukpatuka bane̩ ijipti du ma ku ma ya o̩kakpunu egbe jo̩ koji egbe otubeli,93
abo ku ma chi tuma ofe la nanuma aju ma kakini me̩ ki chuko̩lo̩me̩ kpa o̩jo̩ du me̩ che talu o̩jo̩ka alu ku me̩ che e̩gba ku ma kegbe ñwu me̩,141
taku ma famako̩takada amo̩ma israe̩l kabo fero ku ma chi tuma ofe kamone̩ le nyuma o̩wo̩ ja oñ ma ka ñwu ma kakini e̩wñ chi kame̩ ma fukpe̩ otubelime̩ bo̩ kpa o̩nale̩ kpeñinii dab akwoubi n,189
tak amako̩takada abo israe̩l le̩ lewa raku nyu fero o̩la ma kakini e̩wñ chi kuwe̩ ache amaduwe̩i abe̩i,102
ma la kegbe ñw amaduwe̩i n ma muda aka ñw a kakini me̩ botubeli e̩ la go ma ja amaduwe̩i e̩bie̩ne̩wñ muda adugbo abo ewe̩ onugo,127
ama i kakini o̩kpo̩ me̩ che le̩ o̩kpo̩ me̩ che todule̩ oñ me̩ kakini je̩ ñw a lo ka chiche̩bo̩ ñwu jihofa,105
me̩ nyachuko̩lo̩ ke ma la akegbe du ñwu me̩ n me̩ muda akaluka otubeli abe̩le̩ wa pio̩o̩,88
tak amako̩takada abo israe̩l le̩ li ka ki bie̩ne̩ ñwu ma owñ chabu ku ma kakini me̩ ñabu aluka otubelime̩ wane̩ ef uko̩lo̩me̩ ku me̩ che o̩jo̩ du le̩ n,151
taku ma de kpai mose̩s kpai aro̩n ku ma dago anede ma abu ku ma kwugbo fero dufu,80
oñ ma ka ñwu ma kakini jihofa ki go me̩ ki fajo̩wa ka todabu ku me̩ je̩ ñw ekpo ka kpo ki mud e̩wñ ki alu eju fero kpai amaduwñ me̩ la do̩kwo̩chageli nyuma o̩wo̩ ku ma kpa wa,174
taku mose̩s mudabi tugbo jihofa oñ i kakini aiya ondu e̩wñ chi ke̩ che amone̩i e̩bie̩ne̩ e̩wñ chi ke̩ kpe̩ mi wai,113
todu akwe̩gba ku lewa ako̩la ñwu fero ef oduwe̩ i te̩tache amone̩i e̩bie̩ne̩ e̩ la gba amone̩we̩ re n,101
jihofa dabi ka ñw abo israe̩l alu ki ache ñwu ma,48
taku jihofa ka ñwu mose̩s kakini ifai tak uwe̩ ali e̩wñ ku nache fero todu i ano̩wo̩ ukpahiu tuma no̩ ochochi i la ano̩wo̩ ukpahiu ane ma kwo bane̩wñ te̩,153
oñ o̩jo̩ ka ñwu mose̩s kakini omi che jihofa,44
omi kwotejugede ñw ebraham kpai aise̩k kpai jeko̩b ku cho̩jo̩ odobao̩gagu i muda cheodumi jihofa u je̩ ñwu ma ma ka komi de̩ n,126
u laño̩ falomi kpe̩ kpai ama todu ku dane̩ kenan ñwu ma owñ chane̩ ugbo ku ma ge̩ne̩ efuwñ ale le̩,98
u laño̩ gbo̩ ifi amo̩ma israe̩l ekabo ijipti gwo̩nyu ma jef adu le̩ oñ ibemi kado alomi ku kpe̩ le̩,99
todule̩ e̩ naka ñw amo̩ma israe̩l kakini omi jihofa de̩ nako me̩ kwef uko̩lo̩ adu eabo ijipti oñ nagba me̩ kwef uko̩lo̩ aduma eche nano̩wo̩ ki nadala te̩ kpai udu elile ebu ñwu ma gba me̩ tane̩,193
tak u nako me̩ chabomi oñ omi acho̩jo̩me̩ taku ame̩ ama ka komi che jihofa o̩jo̩me̩ ki ko me̩ kwef uko̩lo̩ adu eabo ijipti eche le̩,131
omi ñako me̩ wa oj ane̩ ekomi do̩wo̩mi nyate̩ ago̩ ñw ebraham kpai aise̩k kpai jeko̩b ka ku nadu ñwu ma nadu ñwu me̩ ku me̩ ne̩ omi jihofa de̩,142
taku mose̩s ko̩la abe̩le̩ ñw amo̩ma israe̩l ma muda nyi mose̩s eti n noji ubie̩do̩ kpai uko̩lo̩ adu ki bie̩ne̩ ñwu ma le̩,121
taku jihofa ka ñwu mose̩s kakini,32
nyejefu ke̩ ka ñwu fero onu ijipti ki tamo̩ma israe̩l no̩ ku ma kwo bane̩wñ te̩,79
taku mose̩s ka o̩gba jihofa o̩mo̩ kakini go amo̩ma israe̩l la netirumi n ab u nale ki fero anetirumi omi kuko̩la ma ya alumi ni,127
jihofa muda ko̩la ñwu mose̩s kpai aro̩n oñ i ñwañwu ma alu ku ma aka ñw amo̩ma israe̩l kpai alu ku ma aka ñwu fero onu ijipti ku ma kamo̩ma israe̩l kwo bane̩ ijipti te̩,168
amata mose̩s kpai aro̩n,23
abo kuma doji dufu unyi unyi amatama jo̩i amo̩ma e̩ne̩ke̩le̩ rube̩n ki cho̩mo̩gba israe̩l che hano̩k kpai palu kpai he̩zro̩n kpai karmi aboi chabo akwo̩ra unyi akwo̩ra unyi rube̩n,179
amo̩ma simeo̩n e̩ne̩ke̩le̩ la che jemue̩l kpai jamin kpai ohad kpai jachin kpai zohar kpai sho̩l ki che o̩ma konobule̩ kenan bi ñw u aboi chabo akwo̩ra unyi akwo̩ra unyi simeo̩n,177
odu odu amo̩ma e̩ne̩ke̩le̩ lifai o̩gba o̩gbama jo̩i ge̩rsho̩n kpai kohat kpai me̩rari o̩do̩ udeju lifai la cho̩gbo̩ me̩fa nyoke me̩gwebie,137
amo̩ma ge̩rsho̩n e̩ne̩ke̩le̩ che libni kpai shimeai akwo̩ra unyi akwo̩ra unyima,79
amo̩ma kohat e̩ne̩ke̩le̩ che amram kpai izhar kpai he̩bro̩n kpai uzie̩l o̩do̩ udeju kohat la cho̩gbo̩ me̩fa nyoke me̩gwe̩ta,123
amo̩ma me̩rari e̩ne̩ke̩le̩ che mali kpai mushi aboi chakwo̩ra unyi akwo̩ra unyi abo lifai o̩gba o̩gbama,103
amram la ne̩ jo̩kebe̩d o̩maye atawñ cho̩ya owñ le̩ faro̩n kpai mose̩s bi ñw u o̩do̩ udeju amram la cho̩gbo̩ me̩fa nyoke me̩gwebie,129
amo̩ma izhar e̩ne̩ke̩le̩ che ko̩ra kpai nefe̩g kpai zikri,57
amo̩ma uzie̩l e̩ne̩ke̩le̩ che mishae̩l kpai e̩lzafan kpai sitri,63
tak aro̩n ne̩ e̩lisheba o̩ma aminadab o̩maye nasho̩n cho̩ya i la fu nedab kpai abaihiu kpai e̩leaza kpai itamar bi ñw u,119
amo̩ma ko̩ra e̩ne̩ke̩le̩ che asir kpai e̩lkana kpai abiasaf aboi chabo akwo̩ra unyi akwo̩ra unyi abo ko̩ra,106
oñ e̩leaza o̩ma aro̩n ne̩ o̩ma putie̩l oka cho̩ya i la fu finehas bi ñw u abo ku ma doji dufu ef amata abo lifai akwo̩ra unyi akwo̩ra unyima de̩,144
aboi che aro̩n kpai mose̩s eku jihofa ka ñwu ma kakini me̩ ko amo̩ma israe̩l kwo oj ane̩ ijipti dufu wa udala udalama,117
ama chabo ku ma ko̩la ñwu fero onu ijipti ku ma ko amo̩ma israe̩l kwoj ane̩ ijipti dufu wa mose̩s le̩ kpai aro̩n le̩ de̩,120
oñ o̩jo̩ ku jihofa ko̩la ñwu mose̩s ane̩ ijipti,47
jihofa ka ñwu mose̩s kakini omi jihofa de̩ o̩la du ku naka ñw e̩i e̩ naka ñwu fero onu ijipti,93
mose̩s muda ka o̩gba jihofa kakini go ko̩la ma ya alumi ni ab u na le ku fero anyumi eti ge̩,92
mose̩s nyugbo fero,18
taku jihofa ka ñwu mose̩s kakini go omi duwe̩ che dab o̩jo̩ ñwu fero aro̩n o̩mayewe̩ la ache akache̩we̩,103
o̩la du ku nañwa ñw e̩ uwe̩ ki ka oñ aro̩n o̩mayewe̩ aka ñwu fero ki tamo̩ma israe̩l no̩ ku ma kwoboj ane̩wñ te̩,112
omi muda ache e̩do̩ fero ki gbiti oñ nache kujiwemi kpai e̩wñ uno̩mi ki wewe nyo̩gba oj ane̩ ijipti,99
fero muda anyuwe̩ eti n tak u nado̩wo̩mi no ane̩ ijipti ku ko abudala udalami owñ chamone̩mi amo̩ma israe̩li kwoj ane̩ ijipti lugbo udu lile ku nabu ñwu ma,155
tak abo ijipti ama ka komi jihofa de̩ e̩gba ku fo̩wo̩mi nadala nijipti ku nako amo̩ma israe̩l kwefuma dufu,106
taku mose̩s kpai aro̩n fabe̩le̩ che ma che alu ku jihofa ñwa ñwu ma,67
o̩do̩ mose̩s la cho̩gbo̩ me̩le̩ oñ o̩do̩ aro̩n cho̩gbo̩ me̩le̩ nyoke me̩ta e̩gba ku ma ko̩la ñwu fero le̩,105
taku jihofa ka ñwu mose̩s kpai aro̩n kakini,43
e̩gba ku fero aka ñwu me̩ kakini chuno̩me̩ka ku go e̩gbale̩ uwe̩ aka ñw aro̩n kakini mo̩kpawe̩ du ro̩ tane̩ o̩gba fero ki mud ejo,129
taku mose̩s kpai aro̩n nyugbo fero oñ ma che alu ku jihofa ñwa ñwu ma le̩ aro̩n la mo̩kpawñ du ro̩tane̩ o̩gba fero kpai o̩gba abuko̩lo̩wñ oñ i mud ejo,150
taku fero famanibe kpai amachobochi do̩ wa oñ ama amachifamu ijipti le̩ ño̩ ne̩ e̩wñ ifamuma chabe̩le̩ ge̩,106
todu e̩ne̩ne̩ne̩ne̩ma mo̩kpawñ du ro̩ tane̩ oñ i mud ejo o̩kpa aro̩n muda mo̩kpama ko mi,88
oñ e̩do̩ fero ño̩ gbiti kpo̩ i ko̩ enetiruma alu ki jihofa ka le̩,65
taku jihofa ka ñwu mose̩s kakini e̩do̩ fero chokuta i ko̩ etamone̩i no̩,71
e̩ nyugbo fero odudu go i adufu nyaji tak uwe̩ ki dago eti o̩ba ohimini anede owñ ke̩ la do̩kpa ki rida ejo le̩ no̩wo̩,118
tak uwe̩ ki ka ñw u kakini jihofa o̩jo̩ amahibru kpe̩ mi wugbo we̩i kakini tamone̩mi no̩ ku ma re̩ mi aje̩tachi e̩ go uwe̩ la nyeti ta n,136
abu ku jihofa aka de̩ kakini ef ei oñ uwe̩ ama ka komi jihofa de̩ go nado̩kpa ki do̩wo̩mii gwo omi naye̩li oñ i arida e̩bie̩,124
tak e̩ja ki jefu naye̩li aku omi naye̩li la alu oñ omi naye̩li achabo ijipti ihie̩ne̩ eñmo̩,91
taku jihofa ka ñwu mose̩s kakini e̩ ka ñw aro̩n kakini e̩ mo̩kpawe̩ du ke̩ fo̩wo̩ nadala neju omi ijipti noji ohimini ohiminima noji aji ajima kpai noji oduda oduda omima kpai noji ugbo du komima agbagu ki mud e̩bie̩ abe̩le̩ e̩bie̩ ado̩mo̩ ugbo du ane̩ ijipti tef e̩wñ eku oli teokuta,284
atulubo̩ ejodudu,16
taku mose̩s kpai aro̩n che alu ku jihofa ñwa ñwu ma le̩ i la mo̩kpa le̩ du nyate̩ oñ i mu du gwo omi naye̩l eju fero kpai eju abuko̩lo̩wñ du tak omi naye̩l le̩ du mud e̩bie̩,173
e̩ja ki la jefu naye̩l leku taku naye̩l le̩ kwolu oñ abo ijipti ma ño̩ neke ñmo̩ omi naye̩l le̩ ge̩ n e̩bie̩ la dugbo du oj ane̩ ijipti,135
tak amachifamu ijipti ño̩ fe̩wñ ifamuma che abe̩le̩ ge̩ oñ e̩do̩ fero ño̩ gbiti waa i la ko̩ enyuma eti alu ki jihofa ka le̩,124
taku fero murida le tef unyiwñ tabe̩le̩ tabe̩le̩ i de̩do̩ to̩ n,63
tak abo ijipti chaka fura gwa o̩la naye̩l ku ma kpa ñmo̩ todu ma neke ñmo̩ omi naye̩l le̩ n,91
tak abu ku jihofa fu naye̩l gwo le̩ i ño̩ jo̩jo̩ mebie,54
atulubo̩ ekeji,14
taku jihofa ka ñwu mose̩s kakini nyugbo fero ke̩ ka ñw u kakini abu jihofa aka de̩ kakini tamone̩mi no̩ ku ma re̩ mi,116
e̩ muda ko̩ eje̩ ñwu ma lo go nano̩bana kpane̩we̩ bie̩ gbogbo kad alo̩me̩wñ du,78
naye̩li ako̩ ñw amo̩bana ama ate̩gu nyef unyiwe̩ kpai ef unyi oluwe̩ kpai oj ate̩we̩ kpai ef unyi abuko̩lo̩we̩ kpai abamone̩we̩ o̩la ma kpai ef igbeliwe̩ kpai ef aguwe̩,168
amo̩bana le̩ la awa buwe̩ kpai amone̩we̩ kpai abuko̩lo̩we̩ ma chaka,67
taku jihofa ka ñwu mose̩s kakini e̩ ka ñw aro̩n kakini no̩wo̩we̩ ko̩kpawe̩ do̩ le̩ dala nohimini ohimini kpai naji aji kpai noji oduda oduda omi ke̩ la je̩ ñw amo̩bana lewa abane̩ ijipti ma,189
abe̩le̩ aro̩n fo̩wo̩wñ nadala nomi omi ijipti tak amo̩bana lewa bane̩ ijipti ma,79
tak amachifamu lewa ne̩wñ ifamu ema che abe̩le̩ ge̩ oñ ma mamo̩bana ko wa abane̩ ijipti ma,90
taku fero fu mose̩s kpai aro̩n do̩ wa oñ i kakini me̩ gbo̩ko̩bo̩ jihofa ki mamo̩bana ko bo̩lami kpai amone̩mi te̩ tak u naje̩ ñw amone̩ le̩ lo ku ma che iche̩bo̩ ñwu jihofa,172
taku mose̩s ka ñwu fero kakini me le̩ bu mo̩ ñwu mi ta ke̩ dikowñ ñwu mi ku nagbo̩ko̩bo̩ todu uwe̩ kpai abuko̩lo̩we̩ kpai amone̩we̩ ku ma famo̩bana kpa buwe̩ kpai unyi unyiwe̩ te̩ ku ma bo̩ efu naye̩l kate,205
tak i kakini o̩na taku mose̩s kakini i ki de̩ alu ke̩ ka todu kuwe̩ ki ma ka ke̩ne̩ du ki dabu jihofa o̩jo̩wa do̩mo̩ n,118
amo̩bana le̩ akwo buwe̩ kpai unyi unyiwe̩ kpai abuko̩lo̩we̩ kpai amone̩we̩ te̩ ma la abo̩ efu naye̩l kate,105
taku mose̩s kpai aro̩n kwugbo fero dufu oñ mose̩s kwado̩ jihofa todu amo̩bana ki wa abu fero ma le̩,99
jihofa la che teju o̩la mose̩s oñ amo̩bana leku bef unyi unyi te̩ kpai ologbo ologbo kpai oko oko te̩,101
taku ma fuma yajo̩ aido aido oñ ane̩ le̩ alu,44
ama e̩gba ku fero li ka ki bulo̩ i fe̩do̩wñ no̩ oñ i ko̩ enyuma eti alu ku jihofa ka le̩,88
atulubo̩ e̩ke̩ta,16
taku jihofa ka ñwu mose̩s kakini e̩ ka ñw aro̩n kakini fo̩kpawe̩ nadala ke̩ du gwo ebutu ane̩ ile̩i ki mud amahiama ugbo du ane̩ ijipti,135
taku ma f abe̩le̩ che aro̩n fo̩wo̩wñ nadala oñ i do̩kpawñ gwo ebutu ane̩ile̩ tak amahiama wa jo̩la one̩ kpai e̩la abe̩re̩me̩le̩ ebutu ane̩ ile̩ chaka mud amahiama ugbo du ane̩ ijipti,182
amachifamu ño̩ ne̩ e̩wñ ifamu ema che ku ma ko amahiama dufu wa ma muda neke che n abe̩le̩ amahiama jo̩la one̩ kpai e̩la abe̩re̩me̩le̩,134
tak amachifamu ka ñwu fero kakini o̩mo̩wo̩ eo̩jo̩ de̩ e̩do̩ fero muda gbiti oñ i ko̩ enyuma eti alu ku jihofa ka le̩,116
taku jihofa ka ñwu mose̩s kakini e̩ takpa kwane̩ odudu ke̩ dago anede fero go i adufu nyaji le̩ ke̩ la ka ñw u kakini abu ku jihofa aka de̩ kakini tamone̩mi no ku ma re̩ mi,172
cho̩kpo̩ni iche̩wñ kuwe̩ ma je̩ tamone̩mi no̩ ku ma lo n go nakpe̩ amachichi ku ma dutu wa abuwe̩ kpai abuko̩lo̩we̩ kpai amone̩we̩ ma ma la atef unyi unyiwe̩ unyi unyi abo ijipti du la ako̩ ñw amachichi ku ma dutu wa kpai ane̩pe̩te̩ ugbo ku ma dago ge̩,252
o̩jo̩ le̩ omi la afane̩ goshe̩n ugbo kamone̩mi jo̩ le̩ date̩ ojoji todu kamachichi du ki we ejo̩mo̩ todu kuwe̩ ki ma ka komi che jihofa o̩ge̩ge̩de̩ ane̩ile̩i,157
abe̩le̩ u la afo̩me̩ hi tagbagba amone̩mi kpai amone̩we̩ gbogbo nyo̩na oñ ujiwei ade̩,85
atulubo̩ e̩ke̩le̩,17
oñ jihofa fabe̩le̩ che amachichi mudutu wef unyi fero kpai ef unyi unyi abuko̩lo̩wñ e̩kute̩ ugbo du oj ane̩ ijipti le̩ mukpabie̩ te̩ noji amachichi le̩,151
taku fero fu mose̩s kpai aro̩n do̩ wa oñ i kakini me̩ lo ku me̩ fe̩wñ e̩bie̩ kpa ñw o̩jo̩me̩ oj ane̩i,101
mose̩s muda kakini i chejuwñ ka che abe̩le̩ n todu e̩wñ kabo ijipti la ahihie̩ne̩wñ le̩ oñ a akpa ñwu jihofa o̩jo̩wa iche̩wñ ka ke̩wñ ihie̩ne̩ ijipti chiche̩bo̩ ejuma ma arokuta ñw an,183
awa anyef aje̩tachi ule̩ o̩jo̩ me̩ta chuu ka kpa e̩wñ e̩bie̩ ñwu jihofa o̩jo̩wa alu ki añwa ñw a,96
taku fero kakini naje̩ ñwu me̩ lo ku me̩ kpe̩wñ e̩bie̩ ñwu jihofa o̩jo̩me̩ ef aje̩tachi me̩ ki muda le jiji n me̩ ki gbo̩ko̩bo̩ ñwu mi,134
taku mose̩s kakini go nakwugbo we̩ dufui oñ nagbo̩ko̩bo̩ jihofa kamachichii ki kwo bi fero kpai abuko̩lo̩wñ kpai amone̩wñ te̩ o̩na fero ki muda ño̩ dabi che wa ayechi ki we etamone̩ no̩ ku ma nyakpa e̩wñ ñwu jihofa ge̩ no,221
abe̩le̩ mose̩s kwugbo fero dufu oñ i gbo̩ko̩bo̩ jihofa,54
taku jihofa che alu ku mose̩s bi le̩ i la mamachichi ko kwo bi fero kpai abuko̩lo̩wñ kpai abowñ o̩la te̩ okatema bo̩ n,118
fero muda ño̩ fe̩do̩wñ no̩ e̩ne̩de̩i ge̩ i la tamone̩ le̩ no̩ ku ma lo n,72
atulubo̩ e̩ke̩lu,16
taku jihofa ka ñwu mose̩s kakini e̩ nyugbo fero ke̩ ka ñw u kakini abu ku jihofa o̩jo̩ eamahibru ka de̩ kakini e̩ ki tamone̩mi no̩ ku ma re̩ mi,143
todu iche̩wñ ke̩ ko̩ eje̩ ñwu ma lo ke̩ la gwo̩nyu ma waa,57
go o̩wo̩ jihofa ane̩wñ ibi wa gulo̩ bame̩wñ ukpawe̩ ku ma joko ma tamanya tamo̩ke̩ke̩te̩ taminyakulumi tamokuno̩ tame̩wño̩re̩ egini,131
jihofa muda afame̩wñ ukpa abo israe̩l kpai ame̩wñ ukpa ijipti kpe̩ru ojoji ef e̩wñ du kamo̩ma israe̩l ne̩ edu aku n,115
taku jihofa fikowñ date̩ i kakini o̩na jihofa ache e̩wñi ane̩i,62
taku jihofa fe̩wñi che o̩jo̩ñwawñ ame̩wñ ukpa ijipti chaka leku i muda cheame̩wñ ukpa amo̩ma israe̩l okatewñ ku n,113
taku fero fonuche̩ kpe̩ nyo̩mo̩ me̩ la go ame̩wñ ukpa abo israe̩l okate ku n e̩do̩ fero muda no̩ i la tamone̩ le̩ no̩ n,119
atulubo̩ e̩ke̩fa,16
taku jihofa ka ñwu mose̩s kpai aro̩n kakini me̩ belulu adido nyo̩wo̩me̩ ku mose̩s ki nakwu rojale eju fero,106
tak ele̩ amud ebutu ki akwu bane̩ ijipti du ma oñ i amud iketo̩ko̩ ki amone̩ ki ate̩ño̩ jaño̩la one̩ kpai e̩la abe̩re̩me̩le̩ ugbo du oj ane̩ ijipti,147
abe̩le̩ ma melulu adido ko oñ ma kwodago o̩gba fero taku mose̩s fu kwu rojale oñ i mud iketo̩ko̩ ki ate̩ño̩ jaño̩la one̩ kpai e̩la abe̩re̩me̩le̩,144
amachifamu le̩ la neke dago o̩gba mose̩s in todu iketo̩ko̩ le̩ todu iketo̩ko̩ le̩ jo̩la amachifamu kpai abo ijipti du,117
jihofa muda ño̩ che e̩do̩ fero ki gbiti i la netiruma n alu ku jihofa ka ñwu mose̩s le̩,87
atulubo̩ e̩kebie,16
taku jihofa ka ñwu mose̩s kakini e̩ takpa kwane̩ odudu ke̩ dago o̩gba fero ke̩ ka ñw u kakini abu ki jihofa o̩jo̩ eamahibru ka de̩ kakini tamone̩mi no̩ ku ma re̩ mi,164
e̩ne̩de̩i nakpe̩ atulubo̩mi chaka wa be̩ e̩do̩ ma kpai ababuko̩lo̩we̩ ma kpai abamone̩we̩ ma todu kuwe̩ ki ma ka ki ne̩ne̩ ki dab omi ugbo du ane̩ile̩i n,153
todu i ma nugbo komi ma do̩wo̩mi dufu ane̩wñ ibi gwo abowe̩ da e̩gbai me̩ taku ma ma fuwe̩ ko̩da rinyo̩ bane̩ile̩i te̩,118
i muda chutodu e̩wñi gbage̩de̩ oñ omi duwe̩ kwane̩ todu ku dukpahiumi ñuwe̩ todu ku ma ki dodumi kpogo ugbo du ane̩ile̩i,120
uwe̩ te̩tahi o̩lawe̩ ne ugbo amone̩mi ta e̩ la aje̩ ñwu ma lo n,63
go dab ikoi o̩na naje̩ ñw okuta o̩mo̩jo̩cha ki wane̩ akiliwo eke̩go̩wñ ma dane̩ ijipti akwe̩gba ku ma chunyane̩wñ gbogbo wifai n,128
todule̩ e̩ fuche̩ kpe̩ fai ku ma kame̩wñ ukpawe̩ kpai e̩wñ du ke̩ ne̩ oko maja nyo̩nyo̩ todu okuta o̩mo̩jo̩cha le̩ awane̩ bone̩ kpai e̩la abe̩re̩me̩le̩ du ku ma li oko ku ma ma ko wa unyi n ma ma la aku,202
tak e̩ne̩ ki defu abuko̩lo̩ fero ki railo o̩la jihofa je̩ ñw amaduwñ kpai ame̩wñ ukpawñ ra jef unyi unyi,104
e̩ne̩ ko̩la jiliofa ma weju n tamaduwñ kpai ame̩wñ ukpawñ no̩ joko,66
taku jihofa ka ñwu mose̩s kakini fo̩wo̩we̩ nadala rojale kokuta o̩mo̩jo̩cha ki wane̩ bane̩ ijipti chaka ma aboji one̩ kpai e̩la abe̩re̩me̩le̩ kpai e̩wñ oko kwe̩ kwe̩ kwe̩ du ma ugbo du oj ane̩ ijipti,199
